20220927-223317,  9.1, -23.3, 37.247176, 101.393736,   95.4,  10.9, -28.1
20220927-223317,  9.3, -23.9, 37.247178, 101.393731,   95.5,  10.9, -28.1
20220927-223317,  9.5, -24.4, 37.247180, 101.393726,   95.1,  10.9, -28.1
20220927-223317,  9.7, -25.0, 37.247182, 101.393722,   94.9,  10.9, -28.1
20220927-223317,  10.0, -25.5, 37.247184, 101.393717,   94.9,  10.9, -28.1
20220927-223317,  10.2, -26.0, 37.247186, 101.393712,   94.3,  10.9, -28.1
20220927-223317,  10.4, -26.6, 37.247188, 101.393707,   94.3,  10.9, -28.1
20220927-223317,  10.6, -27.2, 37.247190, 101.393702,   94.3,  10.9, -28.1
20220927-223317,  0.0,  0.0, 37.247094, 101.393946,   94.5,  2.3, -5.9
20220927-223317,  0.1, -0.1, 37.247095, 101.393945,   94.6,  2.3, -6.0
20220927-223317,  0.1, -0.3, 37.247095, 101.393944,   94.5,  2.3, -6.0
20220927-223317,  0.1, -0.4, 37.247096, 101.393943,   94.4,  2.3, -6.0
20220927-223317,  0.2, -0.5, 37.247096, 101.393942,   94.7,  2.3, -6.0
20220927-223317,  0.2, -0.6, 37.247096, 101.393941,   95.1,  2.3, -6.0
20220927-223317,  0.3, -0.7, 37.247097, 101.393940,   94.7,  2.3, -6.0
20220927-223317,  0.3, -0.8, 37.247097, 101.393939,   94.5,  2.3, -6.0
20220927-223317,  0.4, -0.9, 37.247098, 101.393937,   94.8,  2.3, -6.0
20220927-223317,  0.4, -1.1, 37.247098, 101.393936,   94.9,  2.3, -6.0
20220927-223317,  0.5, -1.2, 37.247098, 101.393935,   95.1,  2.3, -6.0
20220927-223317,  0.5, -1.3, 37.247099, 101.393934,   94.9,  2.3, -6.0
20220927-223317,  0.5, -1.4, 37.247099, 101.393933,   94.9,  2.3, -6.0
20220927-223317,  0.6, -1.5, 37.247100, 101.393932,   94.7,  2.3, -6.0
20220927-223317,  0.6, -1.7, 37.247100, 101.393931,   94.3,  2.3, -6.0
20220927-223317,  0.7, -1.8, 37.247100, 101.393930,   94.2,  2.3, -6.0
20220927-223317,  0.7, -1.9, 37.247101, 101.393929,   94.1,  2.3, -6.0
20220927-223317,  0.8, -2.0, 37.247101, 101.393928,   94.0,  2.3, -6.0
20220927-223317,  0.8, -2.1, 37.247102, 101.393927,   93.9,  2.3, -6.1
20220927-223317,  0.9, -2.2, 37.247102, 101.393926,   94.4,  2.3, -6.1
20220927-223317,  0.9, -2.4, 37.247102, 101.393925,   94.7,  2.3, -6.1
20220927-223317,  0.9, -2.5, 37.247103, 101.393924,   95.2,  2.3, -6.1
20220927-223317,  1.0, -2.6, 37.247103, 101.393923,   95.5,  2.3, -6.1
20220927-223317,  1.0, -2.7, 37.247104, 101.393922,   95.2,  2.3, -6.1
20220927-223317,  1.1, -2.8, 37.247104, 101.393921,   95.0,  2.3, -6.1
20220927-223317,  1.1, -2.9, 37.247104, 101.393920,   95.1,  2.3, -6.1
20220927-223317,  1.2, -3.1, 37.247105, 101.393919,   95.2,  2.3, -6.1
20220927-223317,  1.2, -3.2, 37.247105, 101.393917,   95.1,  2.3, -6.1
20220927-223317,  1.2, -3.3, 37.247106, 101.393916,   94.9,  2.3, -6.1
20220927-223317,  1.3, -3.4, 37.247106, 101.393915,   94.5,  2.3, -6.1
20220927-223317,  1.3, -3.5, 37.247106, 101.393914,   94.6,  2.3, -6.1
20220927-223317,  1.4, -3.6, 37.247107, 101.393913,   94.6,  2.3, -6.1
20220927-223318,  1.4, -3.8, 37.247107, 101.393912,   94.3,  2.3, -6.1
20220927-223318,  1.5, -3.9, 37.247107, 101.393911,   94.8,  2.3, -6.1
20220927-223318,  1.5, -4.0, 37.247108, 101.393910,   94.5,  2.3, -6.1
20220927-223318,  1.5, -4.1, 37.247108, 101.393909,   94.3,  2.3, -6.2
20220927-223318,  1.6, -4.2, 37.247109, 101.393908,   94.5,  2.3, -6.2
20220927-223318,  1.6, -4.3, 37.247109, 101.393907,   94.8,  2.3, -6.2
20220927-223318,  1.7, -4.5, 37.247109, 101.393906,   94.9,  2.3, -6.2
20220927-223318,  1.7, -4.6, 37.247110, 101.393905,   94.8,  2.3, -6.2
20220927-223318,  1.8, -4.7, 37.247110, 101.393904,   95.2,  2.3, -6.2
20220927-223318,  1.8, -4.8, 37.247111, 101.393903,   95.3,  2.3, -6.2
20220927-223318,  1.9, -4.9, 37.247111, 101.393902,   95.2,  2.3, -6.2
20220927-223318,  1.9, -5.1, 37.247111, 101.393901,   95.4,  2.3, -6.2
20220927-223318,  1.9, -5.2, 37.247112, 101.393899,   95.3,  2.3, -6.2
20220927-223318,  2.0, -5.3, 37.247112, 101.393898,   95.3,  2.3, -6.2
20220927-223318,  2.0, -5.4, 37.247113, 101.393897,   95.3,  2.3, -6.2
20220927-223318,  2.1, -5.5, 37.247113, 101.393896,   95.1,  2.3, -6.2
20220927-223318,  2.1, -5.6, 37.247113, 101.393895,   95.4,  2.3, -6.2
20220927-223318,  2.2, -5.8, 37.247114, 101.393894,   95.1,  2.3, -6.2
20220927-223318,  2.2, -5.9, 37.247114, 101.393893,   95.3,  2.3, -6.2
20220927-223318,  2.2, -6.0, 37.247114, 101.393892,   95.4,  2.3, -6.2
20220927-223318,  0.0,  0.0, 37.247094, 101.393946,   95.7,  0.5, -1.3
20220927-223318,  0.0, -0.0, 37.247094, 101.393946,   95.6,  0.5, -1.3
20220927-223318,  0.0, -0.1, 37.247094, 101.393945,   95.6,  0.5, -1.3
20220927-223318,  0.0, -0.1, 37.247095, 101.393945,   95.4,  0.5, -1.3
20220927-223318,  0.0, -0.1, 37.247095, 101.393945,   95.4,  0.5, -1.4
20220927-223318,  0.0, -0.1, 37.247095, 101.393945,   95.4,  0.5, -1.4
20220927-223318,  0.1, -0.2, 37.247095, 101.393945,   95.1,  0.5, -1.4
20220927-223318,  0.1, -0.2, 37.247095, 101.393944,   94.6,  0.5, -1.4
20220927-223318,  0.1, -0.2, 37.247095, 101.393944,   94.9,  0.5, -1.4
20220927-223318,  0.1, -0.2, 37.247095, 101.393944,   95.0,  0.5, -1.4
20220927-223318,  0.1, -0.3, 37.247095, 101.393944,   95.0,  0.5, -1.4
20220927-223318,  0.1, -0.3, 37.247095, 101.393943,   94.8,  0.5, -1.4
20220927-223318,  0.1, -0.3, 37.247095, 101.393943,   95.0,  0.5, -1.4
20220927-223318,  0.1, -0.3, 37.247095, 101.393943,   95.2,  0.5, -1.4
20220927-223318,  0.1, -0.4, 37.247095, 101.393943,   95.2,  0.5, -1.4
20220927-223318,  0.1, -0.4, 37.247096, 101.393942,   95.4,  0.5, -1.4
20220927-223318,  0.1, -0.4, 37.247096, 101.393942,   94.9,  0.5, -1.4
20220927-223318,  0.2, -0.5, 37.247096, 101.393942,   94.8,  0.5, -1.4
20220927-223318,  0.2, -0.5, 37.247096, 101.393942,   94.8,  0.5, -1.4
20220927-223318,  0.2, -0.5, 37.247096, 101.393941,   94.5,  0.5, -1.4
20220927-223318,  0.2, -0.5, 37.247096, 101.393941,   94.3,  0.5, -1.4
20220927-223318,  0.2, -0.6, 37.247096, 101.393941,   94.5,  0.5, -1.5
20220927-223318,  0.2, -0.6, 37.247096, 101.393941,   93.7,  0.5, -1.5
20220927-223318,  0.2, -0.6, 37.247096, 101.393940,   94.1,  0.5, -1.5
20220927-223318,  0.2, -0.6, 37.247096, 101.393940,   94.3,  0.5, -1.5
20220927-223318,  0.2, -0.7, 37.247096, 101.393940,   94.2,  0.5, -1.5
20220927-223318,  0.2, -0.7, 37.247096, 101.393940,   94.6,  0.5, -1.5
20220927-223318,  0.2, -0.7, 37.247096, 101.393939,   94.4,  0.5, -1.5
20220927-223318,  0.2, -0.8, 37.247097, 101.393939,   94.3,  0.5, -1.5
20220927-223318,  0.3, -0.8, 37.247097, 101.393939,   94.2,  0.5, -1.5
20220927-223318,  0.3, -0.8, 37.247097, 101.393939,   94.3,  0.5, -1.5
20220927-223318,  0.3, -0.8, 37.247097, 101.393938,   94.3,  0.5, -1.5
20220927-223318,  0.3, -0.9, 37.247097, 101.393938,   94.5,  0.5, -1.5
20220927-223319,  0.3, -0.9, 37.247097, 101.393938,   94.8,  0.5, -1.5
20220927-223319,  0.3, -0.9, 37.247097, 101.393938,   95.0,  0.5, -1.5
20220927-223319,  0.3, -1.0, 37.247097, 101.393937,   94.9,  0.5, -1.5
20220927-223319,  0.3, -1.0, 37.247097, 101.393937,   94.8,  0.5, -1.5
20220927-223319,  0.3, -1.0, 37.247097, 101.393937,   95.0,  0.5, -1.5
20220927-223319,  0.3, -1.0, 37.247097, 101.393937,   95.1,  0.5, -1.6
20220927-223319,  0.3, -1.1, 37.247097, 101.393936,   95.0,  0.5, -1.6
20220927-223319,  0.4, -1.1, 37.247097, 101.393936,   94.8,  0.5, -1.6
20220927-223319,  0.4, -1.1, 37.247098, 101.393936,   95.0,  0.5, -1.6
20220927-223319,  0.4, -1.2, 37.247098, 101.393936,   94.9,  0.5, -1.6
20220927-223319,  0.4, -1.2, 37.247098, 101.393935,   94.9,  0.5, -1.6
20220927-223319,  0.4, -1.2, 37.247098, 101.393935,   94.7,  0.5, -1.6
20220927-223319,  0.4, -1.3, 37.247098, 101.393935,   94.8,  0.5, -1.6
20220927-223319,  0.4, -1.3, 37.247098, 101.393934,   95.1,  0.5, -1.6
20220927-223319,  0.4, -1.3, 37.247098, 101.393934,   95.3,  0.5, -1.6
20220927-223319,  0.4, -1.4, 37.247098, 101.393934,   95.4,  0.4, -1.6
20220927-223319,  0.4, -1.4, 37.247098, 101.393934,   95.5,  0.4, -1.6
20220927-223319,  0.4, -1.4, 37.247098, 101.393933,   95.5,  0.5, -1.6
20220927-223319,  0.4, -1.4, 37.247098, 101.393933,   95.4,  0.5, -1.6
20220927-223319,  0.0,  0.0, 37.247094, 101.393946,   95.2,  0.1, -0.4
20220927-223319,  0.0, -0.0, 37.247094, 101.393946,   94.8,  0.1, -0.4
20220927-223319,  0.0, -0.0, 37.247094, 101.393946,   94.8,  0.1, -0.4
20220927-223319,  0.0, -0.0, 37.247094, 101.393946,   94.6,  0.1, -0.4
20220927-223319,  0.0, -0.0, 37.247094, 101.393946,   94.4,  0.1, -0.4
20220927-223319,  0.0, -0.0, 37.247094, 101.393946,   94.5,  0.1, -0.4
20220927-223319,  0.0, -0.0, 37.247094, 101.393946,   94.9,  0.1, -0.4
20220927-223319,  0.0, -0.1, 37.247094, 101.393946,   94.8,  0.1, -0.4
20220927-223319,  0.0, -0.1, 37.247094, 101.393945,   94.7,  0.1, -0.4
20220927-223319,  0.0, -0.1, 37.247094, 101.393945,   94.6,  0.1, -0.4
20220927-223319,  0.0, -0.1, 37.247094, 101.393945,   94.4,  0.1, -0.4
20220927-223319,  0.0, -0.1, 37.247094, 101.393945,   94.4,  0.1, -0.4
20220927-223319,  0.0, -0.1, 37.247094, 101.393945,   94.9,  0.1, -0.4
20220927-223319,  0.0, -0.1, 37.247095, 101.393945,   95.2,  0.1, -0.5
20220927-223319,  0.0, -0.1, 37.247095, 101.393945,   95.1,  0.1, -0.5
20220927-223319,  0.0, -0.1, 37.247095, 101.393945,   94.8,  0.1, -0.5
20220927-223319,  0.0, -0.1, 37.247095, 101.393945,   94.7,  0.1, -0.5
20220927-223319,  0.0, -0.1, 37.247095, 101.393945,   94.8,  0.1, -0.5
20220927-223319,  0.0, -0.2, 37.247095, 101.393945,   95.4,  0.1, -0.5
20220927-223319,  0.0, -0.2, 37.247095, 101.393945,   95.1,  0.1, -0.5
20220927-223319,  0.0, -0.2, 37.247095, 101.393944,   95.0,  0.1, -0.5
20220927-223319,  0.0, -0.2, 37.247095, 101.393944,   94.7,  0.1, -0.5
20220927-223319,  0.0, -0.2, 37.247095, 101.393944,   94.5,  0.1, -0.5
20220927-223319,  0.0, -0.2, 37.247095, 101.393944,   94.4,  0.1, -0.5
20220927-223319,  0.0, -0.2, 37.247095, 101.393944,   94.3,  0.1, -0.5
20220927-223319,  0.0, -0.2, 37.247095, 101.393944,   94.1,  0.1, -0.5
20220927-223319,  0.0, -0.2, 37.247095, 101.393944,   94.2,  0.1, -0.5
20220927-223319,  0.0, -0.2, 37.247095, 101.393944,   94.2,  0.1, -0.5
20220927-223319,  0.0, -0.2, 37.247095, 101.393944,   94.5,  0.1, -0.5
20220927-223319,  0.0, -0.3, 37.247095, 101.393944,   94.4,  0.1, -0.5
20220927-223319,  0.1, -0.3, 37.247095, 101.393944,   95.0,  0.1, -0.5
20220927-223319,  0.1, -0.3, 37.247095, 101.393943,   95.5,  0.1, -0.6
20220927-223320,  0.1, -0.3, 37.247095, 101.393943,   95.3,  0.1, -0.6
20220927-223320,  0.1, -0.3, 37.247095, 101.393943,   95.4,  0.1, -0.6
20220927-223320,  0.1, -0.3, 37.247095, 101.393943,   95.5,  0.1, -0.6
20220927-223320,  0.1, -0.3, 37.247095, 101.393943,   95.5,  0.1, -0.6
20220927-223320,  0.1, -0.3, 37.247095, 101.393943,   95.4,  0.1, -0.6
20220927-223320,  0.1, -0.3, 37.247095, 101.393943,   94.9,  0.1, -0.6
20220927-223320,  0.1, -0.4, 37.247095, 101.393943,   95.0,  0.1, -0.6
20220927-223320,  0.1, -0.4, 37.247095, 101.393943,   95.1,  0.1, -0.6
20220927-223320,  0.1, -0.4, 37.247095, 101.393943,   95.1,  0.1, -0.6
20220927-223320,  0.1, -0.4, 37.247095, 101.393942,   95.0,  0.1, -0.6
20220927-223320,  0.1, -0.4, 37.247095, 101.393942,   95.1,  0.1, -0.6
20220927-223320,  0.1, -0.4, 37.247095, 101.393942,   95.4,  0.1, -0.6
20220927-223320,  0.1, -0.4, 37.247095, 101.393942,   95.2,  0.1, -0.6
20220927-223320,  0.1, -0.4, 37.247095, 101.393942,   95.1,  0.1, -0.6
20220927-223320,  0.1, -0.5, 37.247095, 101.393942,   94.8,  0.1, -0.6
20220927-223320,  0.1, -0.5, 37.247095, 101.393942,   94.7,  0.1, -0.6
20220927-223320,  0.1, -0.5, 37.247095, 101.393942,   94.7,  0.1, -0.7
20220927-223320,  0.1, -0.5, 37.247095, 101.393942,   94.6,  0.1, -0.7
20220927-223320,  0.1, -0.5, 37.247095, 101.393942,   94.9,  0.1, -0.7
20220927-223320,  0.1, -0.5, 37.247095, 101.393941,   94.9,  0.1, -0.7
20220927-223320,  0.1, -0.5, 37.247095, 101.393941,   94.9,  0.1, -0.7
20220927-223320,  0.0,  0.0, 37.247094, 101.393946,   95.1,  0.0, -0.2
20220927-223320,  0.0, -0.0, 37.247094, 101.393946,   95.2,  0.0, -0.2
20220927-223320,  0.0, -0.0, 37.247094, 101.393946,   95.3,  0.0, -0.2
20220927-223320,  0.0, -0.0, 37.247094, 101.393946,   95.3,  0.0, -0.2
20220927-223320,  0.0, -0.0, 37.247094, 101.393946,   95.2,  0.0, -0.2
20220927-223320,  0.0, -0.0, 37.247094, 101.393946,   95.0,  0.0, -0.2
20220927-223320,  0.0, -0.0, 37.247094, 101.393946,   94.7,  0.0, -0.2
20220927-223320,  0.0, -0.0, 37.247094, 101.393946,   94.9,  0.0, -0.2
20220927-223320,  0.0, -0.0, 37.247094, 101.393946,   94.8,  0.0, -0.2
20220927-223320,  0.0, -0.0, 37.247094, 101.393946,   94.8,  0.0, -0.2
20220927-223320,  0.0, -0.0, 37.247094, 101.393946,   95.0,  0.0, -0.2
20220927-223320,  0.0, -0.0, 37.247094, 101.393946,   95.1,  0.0, -0.2
20220927-223320,  0.0, -0.0, 37.247094, 101.393946,   95.0,  0.0, -0.2
20220927-223320,  0.0, -0.0, 37.247094, 101.393946,   94.8,  0.0, -0.2
20220927-223320,  0.0, -0.1, 37.247094, 101.393946,   94.9,  0.0, -0.2
20220927-223320,  0.0, -0.1, 37.247094, 101.393945,   95.1,  0.0, -0.3
20220927-223320,  0.0, -0.1, 37.247094, 101.393945,   95.2,  0.0, -0.3
20220927-223320,  0.0, -0.1, 37.247094, 101.393945,   95.3,  0.0, -0.3
20220927-223320,  0.0, -0.1, 37.247094, 101.393945,   94.9,  0.0, -0.3
20220927-223320,  0.0, -0.1, 37.247094, 101.393945,   95.1,  0.0, -0.3
20220927-223320,  0.0, -0.1, 37.247094, 101.393945,   95.5,  0.0, -0.3
20220927-223320,  0.0, -0.1, 37.247094, 101.393945,   95.6,  0.0, -0.3
20220927-223320,  0.0, -0.1, 37.247094, 101.393945,   95.2,  0.0, -0.3
20220927-223320,  0.0, -0.1, 37.247094, 101.393945,   95.0,  0.0, -0.3
20220927-223320,  0.0, -0.1, 37.247094, 101.393945,   94.9,  0.0, -0.3
20220927-223320,  0.0, -0.1, 37.247094, 101.393945,   94.9,  0.0, -0.3
20220927-223320,  0.0, -0.1, 37.247094, 101.393945,   95.0,  0.0, -0.3
20220927-223320,  0.0, -0.1, 37.247094, 101.393945,   95.7,  0.0, -0.3
20220927-223320,  0.0, -0.1, 37.247094, 101.393945,   95.6,  0.0, -0.3
20220927-223320,  0.0, -0.1, 37.247094, 101.393945,   95.5,  0.0, -0.3
20220927-223320,  0.0, -0.1, 37.247094, 101.393945,   95.5,  0.0, -0.3
20220927-223320,  0.0, -0.1, 37.247094, 101.393945,   95.2,  0.0, -0.3
20220927-223320,  0.0, -0.1, 37.247094, 101.393945,   95.0,  0.0, -0.3
20220927-223320,  0.0, -0.2, 37.247094, 101.393945,   94.9,  0.0, -0.4
20220927-223321,  0.0, -0.2, 37.247094, 101.393945,   94.3,  0.0, -0.4
20220927-223321,  0.0, -0.2, 37.247094, 101.393945,   94.1,  0.0, -0.4
20220927-223321,  0.0, -0.2, 37.247094, 101.393944,   94.0,  0.0, -0.4
20220927-223321,  0.0, -0.2, 37.247094, 101.393944,   94.0,  0.0, -0.4
20220927-223321,  0.0, -0.2, 37.247094, 101.393944,   93.7,  0.0, -0.4
20220927-223321,  0.0, -0.2, 37.247094, 101.393944,   94.5,  0.0, -0.4
20220927-223321,  0.0, -0.2, 37.247094, 101.393944,   94.4,  0.0, -0.4
20220927-223321,  0.0, -0.2, 37.247094, 101.393944,   94.6,  0.0, -0.4
20220927-223321,  0.0, -0.2, 37.247094, 101.393944,   94.7,  0.0, -0.4
20220927-223321,  0.0, -0.2, 37.247094, 101.393944,   95.0,  0.0, -0.4
20220927-223321,  0.0, -0.2, 37.247094, 101.393944,   95.1,  0.0, -0.4
20220927-223321,  0.0, -0.2, 37.247094, 101.393944,   95.3,  0.0, -0.4
20220927-223321,  0.0, -0.2, 37.247094, 101.393944,   95.5,  0.0, -0.4
20220927-223321,  0.0, -0.3, 37.247094, 101.393944,   95.4,  0.0, -0.4
20220927-223321,  0.0, -0.3, 37.247094, 101.393944,   94.9,  0.0, -0.4
20220927-223321,  0.0, -0.3, 37.247094, 101.393944,   95.1,  0.0, -0.4
20220927-223321,  0.0, -0.3, 37.247094, 101.393944,   95.5,  0.0, -0.4
20220927-223321,  0.0, -0.3, 37.247094, 101.393943,   95.5,  0.0, -0.5
20220927-223321,  0.0, -0.3, 37.247094, 101.393943,   95.6,  0.0, -0.5
20220927-223321,  0.0, -0.3, 37.247094, 101.393943,   95.7,  0.0, -0.5
20220927-223321,  0.0,  0.0, 37.247094, 101.393946,   95.3, -0.0, -0.1
20220927-223321, -0.0, -0.0, 37.247094, 101.393946,   95.1, -0.0, -0.1
20220927-223321, -0.0, -0.0, 37.247094, 101.393946,   95.6, -0.0, -0.1
20220927-223321, -0.0, -0.0, 37.247094, 101.393946,   95.2, -0.0, -0.2
20220927-223321, -0.0, -0.0, 37.247094, 101.393946,   95.5, -0.0, -0.2
